no,gender,age,height,weight,bmi,griffith,sensitivity,preference,environment,thermal sensation,thermal comfort,thermal preference,season,date,time,room,ta,hr
4,1,24,183,80,23.89,0.96,1,1,1,1,0,-1,summer,2021/7/23,15:00:00,5,27.5,58.6
4,1,24,183,80,23.89,0.96,1,1,1,1,0,-1,summer,2021/7/23,15:30:00,5,27.4,59.7
4,1,24,183,80,23.89,0.96,1,1,1,0,1,0,summer,2021/7/23,16:00:00,5,27.3,60
4,1,24,183,80,23.89,0.96,1,1,1,0,1,0,summer,2021/7/23,16:30:00,5,27,58.1
4,1,24,183,80,23.89,0.96,1,1,1,1,0,-1,summer,2021/7/23,17:00:00,5,26.9,57.2
4,1,24,183,80,23.89,0.96,1,1,1,2,0,-1,summer,2021/7/23,17:30:00,5,26.8,56.9
4,1,24,183,80,23.89,0.96,1,1,1,2,0,-1,summer,2021/7/23,18:00:00,5,26.7,56.5
4,1,24,183,80,23.89,0.96,1,1,1,0,1,0,summer,2021/7/24,9:00:00,5,23.7,53.6
4,1,24,183,80,23.89,0.96,1,1,1,0,1,0,summer,2021/7/24,9:30:00,5,23.9,54.8
4,1,24,183,80,23.89,0.96,1,1,1,0,1,0,summer,2021/7/24,10:00:00,5,24,54.1
4,1,24,183,80,23.89,0.96,1,1,1,0,1,0,summer,2021/7/24,10:30:00,5,24,53.7
4,1,24,183,80,23.89,0.96,1,1,1,0,1,0,summer,2021/7/24,11:00:00,5,24.1,53.6
4,1,24,183,80,23.89,0.96,1,1,1,1,1,0,summer,2021/7/24,11:30:00,5,25.4,54.1
4,1,24,183,80,23.89,0.96,1,1,1,1,1,0,summer,2021/7/24,12:00:00,5,25.7,55
4,1,24,183,80,23.89,0.96,1,1,1,0,1,0,summer,2021/7/24,14:30:00,5,25.6,60.3
4,1,24,183,80,23.89,0.96,1,1,1,0,1,0,summer,2021/7/24,15:00:00,5,26.1,60.3
4,1,24,183,80,23.89,0.96,1,1,1,1,0,-1,summer,2021/7/24,15:30:00,5,26.4,60.7
4,1,24,183,80,23.89,0.96,1,1,1,1,0,-1,summer,2021/7/24,16:00:00,5,26.6,61.9
4,1,24,183,80,23.89,0.96,1,1,1,1,0,-1,summer,2021/7/24,16:30:00,5,26.9,61.4
4,1,24,183,80,23.89,0.96,1,1,1,2,0,-1,summer,2021/7/24,17:00:00,5,27.1,61
4,1,24,183,80,23.89,0.96,1,1,1,2,0,-1,summer,2021/7/24,17:30:00,5,27.2,60.9
4,1,24,183,80,23.89,0.96,1,1,1,1,0,-1,summer,2021/7/24,18:00:00,5,27.2,60.6
4,1,24,183,80,23.89,0.96,1,1,1,0,1,0,summer,2021/7/25,9:00:00,6,23.1,70.7
4,1,24,183,80,23.89,0.96,1,1,1,0,1,0,summer,2021/7/25,9:30:00,6,23.4,68.3
4,1,24,183,80,23.89,0.96,1,1,1,0,1,0,summer,2021/7/25,10:00:00,6,23.6,66.6
4,1,24,183,80,23.89,0.96,1,1,1,0,1,0,summer,2021/7/25,10:30:00,6,23.7,64.4
4,1,24,183,80,23.89,0.96,1,1,1,1,1,0,summer,2021/7/25,11:00:00,6,25.1,68.2
4,1,24,183,80,23.89,0.96,1,1,1,0,1,0,summer,2021/7/25,11:30:00,6,25.8,67.1
4,1,24,183,80,23.89,0.96,1,1,1,0,1,0,summer,2021/7/25,12:00:00,6,26.2,66.6
4,1,24,183,80,23.89,0.96,1,1,1,1,0,-1,summer,2021/7/25,14:30:00,6,26.6,63.7
4,1,24,183,80,23.89,0.96,1,1,1,1,0,-1,summer,2021/7/25,15:00:00,6,27.2,64.1
4,1,24,183,80,23.89,0.96,1,1,1,2,0,-1,summer,2021/7/25,15:30:00,6,27.2,63
4,1,24,183,80,23.89,0.96,1,1,1,1,0,-1,summer,2021/7/25,16:00:00,6,27.7,63.1
4,1,24,183,80,23.89,0.96,1,1,1,3,0,-1,summer,2021/7/25,16:30:00,6,27.9,63.3
4,1,24,183,80,23.89,0.96,1,1,1,3,0,-1,summer,2021/7/25,17:00:00,6,28,62.5
4,1,24,183,80,23.89,0.96,1,1,1,3,0,-1,summer,2021/7/25,17:30:00,6,28,63
4,1,24,183,80,23.89,0.96,1,1,1,3,0,-1,summer,2021/7/25,18:00:00,6,27.9,63
4,1,24,183,80,23.89,0.96,1,1,1,0,1,0,summer,2021/7/31,9:00:00,5,25.8,54.7
4,1,24,183,80,23.89,0.96,1,1,1,0,1,0,summer,2021/7/31,9:30:00,5,24,54.2
4,1,24,183,80,23.89,0.96,1,1,1,0,1,0,summer,2021/7/31,10:00:00,5,23.9,53.4
4,1,24,183,80,23.89,0.96,1,1,1,0,1,0,summer,2021/7/31,10:30:00,5,23,57.9
4,1,24,183,80,23.89,0.96,1,1,1,0,1,0,summer,2021/7/31,11:00:00,5,23.6,54.5
4,1,24,183,80,23.89,0.96,1,1,1,0,1,0,summer,2021/7/31,11:30:00,5,24.6,56.4
4,1,24,183,80,23.89,0.96,1,1,1,0,1,0,summer,2021/7/31,12:00:00,5,24.3,58.2
4,1,24,183,80,23.89,0.96,1,1,1,0,1,0,summer,2021/7/31,14:30:00,5,23.2,60
4,1,24,183,80,23.89,0.96,1,1,1,0,1,0,summer,2021/7/31,15:00:00,5,23.5,59.3
4,1,24,183,80,23.89,0.96,1,1,1,0,1,0,summer,2021/7/31,15:30:00,5,25.2,57.4
4,1,24,183,80,23.89,0.96,1,1,1,0,1,0,summer,2021/7/31,16:00:00,5,25.8,56.7
4,1,24,183,80,23.89,0.96,1,1,1,0,1,0,summer,2021/7/31,16:30:00,5,26.1,56.5
4,1,24,183,80,23.89,0.96,1,1,1,0,1,0,summer,2021/7/31,17:00:00,5,26.4,57.1
4,1,24,183,80,23.89,0.96,1,1,1,0,1,0,summer,2021/7/31,17:30:00,5,26.7,56.6
4,1,24,183,80,23.89,0.96,1,1,1,0,1,0,summer,2021/7/31,18:00:00,5,26.7,56.5
4,1,24,183,80,23.89,0.96,1,1,1,0,1,0,summer,2021/8/1,9:00:00,5,25.8,61.2
4,1,24,183,80,23.89,0.96,1,1,1,0,1,0,summer,2021/8/1,9:30:00,5,23.3,61.7
4,1,24,183,80,23.89,0.96,1,1,1,0,1,0,summer,2021/8/1,10:00:00,5,23.6,61.2
4,1,24,183,80,23.89,0.96,1,1,1,0,1,0,summer,2021/8/1,10:30:00,5,23.3,59.8
4,1,24,183,80,23.89,0.96,1,1,1,-1,1,0,summer,2021/8/1,11:00:00,5,23.2,59.1
4,1,24,183,80,23.89,0.96,1,1,1,-1,1,0,summer,2021/8/1,11:30:00,5,22.9,58.5
4,1,24,183,80,23.89,0.96,1,1,1,0,1,0,summer,2021/8/1,12:00:00,5,25.4,56.1
4,1,24,183,80,23.89,0.96,1,1,1,0,1,0,summer,2021/8/1,14:30:00,5,27.4,55
4,1,24,183,80,23.89,0.96,1,1,1,0,1,0,summer,2021/8/1,15:00:00,5,27.6,55.6
4,1,24,183,80,23.89,0.96,1,1,1,0,1,0,summer,2021/8/1,15:30:00,5,27.8,55.7
4,1,24,183,80,23.89,0.96,1,1,1,1,0,-1,summer,2021/8/1,16:00:00,5,28,55.7
4,1,24,183,80,23.89,0.96,1,1,1,1,0,-1,summer,2021/8/1,16:30:00,5,28,55.7
4,1,24,183,80,23.89,0.96,1,1,1,2,0,-1,summer,2021/8/1,17:00:00,5,28.1,55.8
4,1,24,183,80,23.89,0.96,1,1,1,2,0,-1,summer,2021/8/1,17:30:00,5,28.2,55.9
4,1,24,183,80,23.89,0.96,1,1,1,2,0,-1,summer,2021/8/1,18:00:00,5,28,56.8
5,0,23,161,50,19.29,-0.25,2,0,-1,-1,1,1,summer,2021/7/21,9:00:00,1,23.2,66.3
5,0,23,161,50,19.29,-0.25,2,0,-1,-1,1,1,summer,2021/7/21,9:30:00,1,23.2,66.3
5,0,23,161,50,19.29,-0.25,2,0,-1,-2,0,1,summer,2021/7/21,10:00:00,1,23.4,68.5
5,0,23,161,50,19.29,-0.25,2,0,-1,-1,1,1,summer,2021/7/21,10:30:00,1,23.1,70.5
5,0,23,161,50,19.29,-0.25,2,0,-1,-0.5,1,0,summer,2021/7/21,11:00:00,1,22.9,69.5
5,0,23,161,50,19.29,-0.25,2,0,-1,-0.5,1,0,summer,2021/7/21,11:30:00,1,22.5,67.5
5,0,23,161,50,19.29,-0.25,2,0,-1,-0.5,1,0,summer,2021/7/21,12:00:00,1,22.6,66
5,0,23,161,50,19.29,-0.25,2,0,-1,-2,0,1,summer,2021/7/21,14:30:00,1,22.7,69.7
5,0,23,161,50,19.29,-0.25,2,0,-1,-2.5,0,1,summer,2021/7/21,15:00:00,1,23.4,67
5,0,23,161,50,19.29,-0.25,2,0,-1,-3,0,1,summer,2021/7/21,15:30:00,1,22.9,67
5,0,23,161,50,19.29,-0.25,2,0,-1,-2.5,0,1,summer,2021/7/21,16:00:00,1,22.5,64.9
5,0,23,161,50,19.29,-0.25,2,0,-1,-2.5,0,1,summer,2021/7/21,16:30:00,1,24.4,64.2
5,0,23,161,50,19.29,-0.25,2,0,-1,-2.5,0,1,summer,2021/7/21,17:00:00,1,24.9,64
5,0,23,161,50,19.29,-0.25,2,0,-1,-1.5,1,1,summer,2021/7/21,17:30:00,1,25.1,63.4
6,1,24,175,68,22.2,0.65,0,-1,1,1,1,1,winter,2021/1/13,10:00:00,6,26.5,13.1
6,1,24,175,68,22.2,0.65,0,-1,1,0,1,2,winter,2021/1/13,10:30:00,6,24.7,14.5
6,1,24,175,68,22.2,0.65,0,-1,1,0,1,2,winter,2021/1/13,11:00:00,6,24.3,15.2
6,1,24,175,68,22.2,0.65,0,-1,1,0,1,2,winter,2021/1/13,11:30:00,6,24.1,15.6
6,1,24,175,68,22.2,0.65,0,-1,1,0,1,2,winter,2021/1/13,12:00:00,6,24.1,15.9
6,1,24,175,68,22.2,0.65,0,-1,1,0,1,2,winter,2021/1/13,14:30:00,6,24.5,14.9
6,1,24,175,68,22.2,0.65,0,-1,1,0,1,2,winter,2021/1/13,15:00:00,6,24.9,15
6,1,24,175,68,22.2,0.65,0,-1,1,1,1,1,winter,2021/1/13,15:30:00,6,25.2,15.5
6,1,24,175,68,22.2,0.65,0,-1,1,1,1,1,winter,2021/1/13,16:00:00,6,25.4,15.5
6,1,24,175,68,22.2,0.65,0,-1,1,1,1,1,winter,2021/1/13,16:30:00,6,25.5,15.7
6,1,24,175,68,22.2,0.65,0,-1,1,0,1,2,winter,2021/1/13,17:00:00,6,25.3,16
6,1,24,175,68,22.2,0.65,0,-1,1,1,1,2,winter,2021/1/13,17:30:00,6,25.1,16
6,1,24,175,68,22.2,0.65,0,-1,1,-1,1,3,winter,2021/1/13,9:00:00,6,24.5,12.5
6,1,24,175,68,22.2,0.65,0,-1,1,0,1,2,winter,2021/1/13,9:30:00,6,26.1,12.5
7,1,24,183,60,17.92,2.37,0,-1,0,0,1,2,winter,2021/1/15,10:00:00,4,23,17.4
7,1,24,183,60,17.92,2.37,0,-1,0,0,1,2,winter,2021/1/15,10:30:00,4,23.6,20.4
7,1,24,183,60,17.92,2.37,0,-1,0,0,1,2,winter,2021/1/15,11:00:00,4,23.8,20.9
7,1,24,183,60,17.92,2.37,0,-1,0,0,1,2,winter,2021/1/15,11:30:00,4,24.1,21.6
7,1,24,183,60,17.92,2.37,0,-1,0,0,1,2,winter,2021/1/15,12:00:00,4,23.9,20.7
7,1,24,183,60,17.92,2.37,0,-1,0,0,1,2,winter,2021/1/15,14:30:00,4,24.2,19.2
7,1,24,183,60,17.92,2.37,0,-1,0,0,1,2,winter,2021/1/15,15:00:00,4,24.5,19.9
7,1,24,183,60,17.92,2.37,0,-1,0,0,1,2,winter,2021/1/15,15:30:00,4,24.7,20.6
7,1,24,183,60,17.92,2.37,0,-1,0,0,1,3,winter,2021/1/15,16:00:00,4,24.6,18.6
7,1,24,183,60,17.92,2.37,0,-1,0,0,1,2,winter,2021/1/15,16:30:00,4,24.5,19.5
7,1,24,183,60,17.92,2.37,0,-1,0,1,0,1,winter,2021/1/15,17:00:00,4,26.7,18.1
7,1,24,183,60,17.92,2.37,0,-1,0,0,1,2,winter,2021/1/15,17:30:00,4,28,17.7
7,1,24,183,60,17.92,2.37,0,-1,0,0,1,2,winter,2021/1/15,9:00:00,4,22.7,17
7,1,24,183,60,17.92,2.37,0,-1,0,0,1,2,winter,2021/1/15,9:30:00,4,23.1,17.7
7,1,24,183,60,17.92,2.37,0,-1,0,0,1,2,winter,2021/1/16,10:00:00,5,23.5,19.1
7,1,24,183,60,17.92,2.37,0,-1,0,0,1,2,winter,2021/1/16,10:30:00,5,23.8,19.7
7,1,24,183,60,17.92,2.37,0,-1,0,0,1,2,winter,2021/1/16,11:00:00,5,24,19.8
7,1,24,183,60,17.92,2.37,0,-1,0,0,1,2,winter,2021/1/16,11:30:00,5,24.1,20.1
7,1,24,183,60,17.92,2.37,0,-1,0,0,1,2,winter,2021/1/16,12:00:00,5,24.2,20.1
7,1,24,183,60,17.92,2.37,0,-1,0,0,1,2,winter,2021/1/16,14:30:00,5,23.9,18.1
7,1,24,183,60,17.92,2.37,0,-1,0,1,0,1,winter,2021/1/16,15:00:00,5,24.5,18.1
7,1,24,183,60,17.92,2.37,0,-1,0,1,0,1,winter,2021/1/16,15:30:00,5,25.1,18.7
7,1,24,183,60,17.92,2.37,0,-1,0,1,0,1,winter,2021/1/16,16:00:00,5,25,19.9
7,1,24,183,60,17.92,2.37,0,-1,0,1,0,1,winter,2021/1/16,16:30:00,5,24.9,20.4
7,1,24,183,60,17.92,2.37,0,-1,0,0.5,1,1,winter,2021/1/16,17:00:00,5,24.9,20.4
7,1,24,183,60,17.92,2.37,0,-1,0,0,1,2,winter,2021/1/16,17:30:00,5,24.8,20.1
7,1,24,183,60,17.92,2.37,0,-1,0,0,1,2,winter,2021/1/16,9:00:00,5,22.8,16.4
7,1,24,183,60,17.92,2.37,0,-1,0,-0.5,1,3,winter,2021/1/16,9:30:00,5,23.2,18.3
7,1,24,183,60,17.92,2.37,0,-1,0,-1,0,3,winter,2021/1/9,10:00:00,6,22.4,15.4
7,1,24,183,60,17.92,2.37,0,-1,0,-1,0,3,winter,2021/1/9,10:30:00,6,23.9,14.6
7,1,24,183,60,17.92,2.37,0,-1,0,0,1,2,winter,2021/1/9,11:00:00,6,27.1,12.2
7,1,24,183,60,17.92,2.37,0,-1,0,0,1,2,winter,2021/1/9,11:30:00,6,25.3,14.4
7,1,24,183,60,17.92,2.37,0,-1,0,0,1,2,winter,2021/1/9,12:00:00,6,26,14.1
7,1,24,183,60,17.92,2.37,0,-1,0,0,1,2,winter,2021/1/9,14:30:00,6,26.3,13.4
7,1,24,183,60,17.92,2.37,0,-1,0,0,1,2,winter,2021/1/9,15:00:00,6,26.9,13.6
7,1,24,183,60,17.92,2.37,0,-1,0,0,1,2,winter,2021/1/9,15:30:00,6,27.5,13.1
7,1,24,183,60,17.92,2.37,0,-1,0,0,1,2,winter,2021/1/9,16:00:00,6,24,16.5
7,1,24,183,60,17.92,2.37,0,-1,0,0,1,2,winter,2021/1/9,16:30:00,6,23.1,17.6
7,1,24,183,60,17.92,2.37,0,-1,0,0,1,2,winter,2021/1/9,17:00:00,6,22.7,18.5
7,1,24,183,60,17.92,2.37,0,-1,0,-1,0,3,winter,2021/1/9,17:30:00,6,22.4,18.5
7,1,24,183,60,17.92,2.37,0,-1,0,-1,0,3,winter,2021/1/9,9:00:00,6,17.1,18.6
7,1,24,183,60,17.92,2.37,0,-1,0,-1,0,3,winter,2021/1/9,9:30:00,6,18.4,19.8
7,1,24,183,78,23.29,2.37,1,-1,-1,-0.5,1,0,summer,2021/7/23,9:00:00,5,24.2,62.6
7,1,24,183,78,23.29,2.37,1,-1,-1,0,1,-1,summer,2021/7/23,9:30:00,5,25.1,60.4
7,1,24,183,78,23.29,2.37,1,-1,-1,0,1,0,summer,2021/7/23,10:00:00,5,25.9,57.6
7,1,24,183,78,23.29,2.37,1,-1,-1,0.5,1,-1,summer,2021/7/23,10:30:00,5,26.2,55.8
7,1,24,183,78,23.29,2.37,1,-1,-1,0,1,0,summer,2021/7/23,11:00:00,5,26.3,54.2
7,1,24,183,78,23.29,2.37,1,-1,-1,0,1,-1,summer,2021/7/23,11:30:00,5,26.4,53.2
7,1,24,183,78,23.29,2.37,1,-1,-1,0,1,-1,summer,2021/7/23,12:00:00,5,26.3,54.5
7,1,24,183,78,23.29,2.37,1,-1,-1,1.5,0,-1,summer,2021/7/23,14:30:00,5,27.4,56.8
7,1,24,183,78,23.29,2.37,1,-1,-1,1,0,-1,summer,2021/7/23,15:00:00,5,27.5,58.6
7,1,24,183,78,23.29,2.37,1,-1,-1,0.5,1,-1,summer,2021/7/23,15:30:00,5,27.4,59.7
7,1,24,183,78,23.29,2.37,1,-1,-1,0,1,-1,summer,2021/7/23,16:00:00,5,27.3,60
7,1,24,183,78,23.29,2.37,1,-1,-1,0,1,-1,summer,2021/7/23,16:30:00,5,27,58.1
7,1,24,183,78,23.29,2.37,1,-1,-1,0,1,0,summer,2021/7/23,17:00:00,5,26.9,57.2
7,1,24,183,78,23.29,2.37,1,-1,-1,0,1,0,summer,2021/7/23,17:30:00,5,26.8,56.9
7,1,24,183,78,23.29,2.37,1,-1,-1,0,1,0,summer,2021/7/23,18:00:00,5,26.7,56.5
7,1,24,183,78,23.29,2.37,1,-1,-1,0,1,0,summer,2021/7/24,9:00:00,5,23.7,53.6
7,1,24,183,78,23.29,2.37,1,-1,-1,0,1,0,summer,2021/7/24,9:30:00,5,23.9,54.8
7,1,24,183,78,23.29,2.37,1,-1,-1,0,1,0,summer,2021/7/24,10:00:00,5,24,54.1
7,1,24,183,78,23.29,2.37,1,-1,-1,-0.5,1,1,summer,2021/7/24,10:30:00,5,24,53.7
7,1,24,183,78,23.29,2.37,1,-1,-1,0,1,0,summer,2021/7/24,11:00:00,5,24.1,53.6
7,1,24,183,78,23.29,2.37,1,-1,-1,0,1,0,summer,2021/7/24,11:30:00,5,25.4,54.1
7,1,24,183,78,23.29,2.37,1,-1,-1,0,1,0,summer,2021/7/24,12:00:00,5,25.7,55
7,1,24,183,78,23.29,2.37,1,-1,-1,0,1,-1,summer,2021/7/24,14:30:00,5,25.6,60.3
7,1,24,183,78,23.29,2.37,1,-1,-1,0,1,-1,summer,2021/7/24,15:00:00,5,26.1,60.3
7,1,24,183,78,23.29,2.37,1,-1,-1,0.5,1,-1,summer,2021/7/24,15:30:00,5,26.4,60.7
7,1,24,183,78,23.29,2.37,1,-1,-1,1,0,-1,summer,2021/7/24,16:00:00,5,26.6,61.9
7,1,24,183,78,23.29,2.37,1,-1,-1,1.2,0,-1,summer,2021/7/24,16:30:00,5,26.9,61.4
7,1,24,183,78,23.29,2.37,1,-1,-1,0.5,1,-1,summer,2021/7/24,17:00:00,5,27.1,61
7,1,24,183,78,23.29,2.37,1,-1,-1,0.5,1,-1,summer,2021/7/24,17:30:00,5,27.2,60.9
7,1,24,183,78,23.29,2.37,1,-1,-1,0.5,1,-1,summer,2021/7/24,18:00:00,5,27.2,60.6
7,1,24,183,78,23.29,2.37,1,-1,-1,0,1,0,summer,2021/7/25,9:00:00,5,23.9,63.4
7,1,24,183,78,23.29,2.37,1,-1,-1,0,1,0,summer,2021/7/25,9:30:00,5,23.2,61.8
7,1,24,183,78,23.29,2.37,1,-1,-1,-0.5,1,0,summer,2021/7/25,10:00:00,5,22.8,60.7
7,1,24,183,78,23.29,2.37,1,-1,-1,-1,0,1,summer,2021/7/25,10:30:00,5,23,59.6
7,1,24,183,78,23.29,2.37,1,-1,-1,0,1,0,summer,2021/7/25,11:00:00,5,24.5,59.1
7,1,24,183,78,23.29,2.37,1,-1,-1,0,1,0,summer,2021/7/25,11:30:00,5,25.4,57.6
7,1,24,183,78,23.29,2.37,1,-1,-1,0,1,-1,summer,2021/7/25,12:00:00,5,25.8,57.8
7,1,24,183,78,23.29,2.37,1,-1,-1,0.5,0,-1,summer,2021/7/25,14:30:00,5,26.3,61.3
7,1,24,183,78,23.29,2.37,1,-1,-1,0.5,0,-1,summer,2021/7/25,15:00:00,5,26.5,61
7,1,24,183,78,23.29,2.37,1,-1,-1,1,0,-1,summer,2021/7/25,15:30:00,5,26.7,61.5
7,1,24,183,78,23.29,2.37,1,-1,-1,1,0,-1,summer,2021/7/25,16:00:00,5,27.2,61.9
7,1,24,183,78,23.29,2.37,1,-1,-1,0.5,0,-1,summer,2021/7/25,16:30:00,5,27.4,61.7
7,1,24,183,78,23.29,2.37,1,-1,-1,1,0,-1,summer,2021/7/25,17:00:00,5,27.5,61.5
7,1,24,183,78,23.29,2.37,1,-1,-1,0.5,0,-1,summer,2021/7/25,17:30:00,5,27.3,62.2
7,1,24,183,78,23.29,2.37,1,-1,-1,0.5,0,-1,summer,2021/7/25,18:00:00,5,27.3,62.6
7,1,24,183,78,23.29,2.37,1,-1,-1,1,0,-1,summer,2021/7/26,9:00:00,5,26.8,64.8
7,1,24,183,78,23.29,2.37,1,-1,-1,1,0,-1,summer,2021/7/26,9:30:00,5,27.7,62.7
7,1,24,183,78,23.29,2.37,1,-1,-1,1.5,0,-1,summer,2021/7/26,10:00:00,5,28,62.6
7,1,24,183,78,23.29,2.37,1,-1,-1,1.5,0,-1,summer,2021/7/26,10:30:00,5,28.1,62.4
7,1,24,183,78,23.29,2.37,1,-1,-1,1.5,0,-1,summer,2021/7/26,11:00:00,5,27.9,63.5
7,1,24,183,78,23.29,2.37,1,-1,-1,1,0,-1,summer,2021/7/26,11:30:00,5,27.9,63.7
7,1,24,183,78,23.29,2.37,1,-1,-1,1.5,0,-1,summer,2021/7/26,12:00:00,5,27.9,64
7,1,24,183,78,23.29,2.37,1,-1,-1,-0.5,1,0,summer,2021/7/27,9:00:00,5,23,52.3
7,1,24,183,78,23.29,2.37,1,-1,-1,-0.5,1,0,summer,2021/7/27,9:30:00,5,23.4,52.6
7,1,24,183,78,23.29,2.37,1,-1,-1,0,1,0,summer,2021/7/27,10:00:00,5,23.4,52.3
7,1,24,183,78,23.29,2.37,1,-1,-1,0,1,0,summer,2021/7/27,10:30:00,5,23.7,51.4
7,1,24,183,78,23.29,2.37,1,-1,-1,0,1,0,summer,2021/7/27,11:00:00,5,23.9,50.9
7,1,24,183,78,23.29,2.37,1,-1,-1,0,1,0,summer,2021/7/27,11:30:00,5,24.5,52.2
7,1,24,183,78,23.29,2.37,1,-1,-1,0,1,0,summer,2021/7/27,12:00:00,5,24.9,54.8
7,1,24,183,78,23.29,2.37,1,-1,-1,0.5,1,-1,summer,2021/7/27,14:30:00,5,24.9,61
7,1,24,183,78,23.29,2.37,1,-1,-1,0.5,1,-1,summer,2021/7/27,15:00:00,5,25.8,58.6
7,1,24,183,78,23.29,2.37,1,-1,-1,1,0,-1,summer,2021/7/27,15:30:00,5,26.3,59.4
7,1,24,183,78,23.29,2.37,1,-1,-1,1,0,-1,summer,2021/7/27,16:00:00,5,26.9,57.7
7,1,24,183,78,23.29,2.37,1,-1,-1,0.5,0,-1,summer,2021/7/27,16:30:00,5,27.1,57.1
7,1,24,183,78,23.29,2.37,1,-1,-1,0.5,0,-1,summer,2021/7/27,17:00:00,5,27.2,57.2
7,1,24,183,78,23.29,2.37,1,-1,-1,0.5,0,0,summer,2021/7/27,17:30:00,5,26.9,58.1
7,1,24,183,78,23.29,2.37,1,-1,-1,0,0,0,summer,2021/7/27,18:00:00,5,26,60.8
8,0,28,168,54,19.13,0.49,1,0,1,2,0,-1,summer,2021/7/20,9:00:00,5,27.9,56.4
8,0,28,168,54,19.13,0.49,1,0,1,3,0,-1,summer,2021/7/20,9:30:00,5,28.1,58.7
8,0,28,168,54,19.13,0.49,1,0,1,2.8,0,-1,summer,2021/7/20,10:00:00,5,28.4,59.9
8,0,28,168,54,19.13,0.49,1,0,1,2.5,0,-1,summer,2021/7/20,10:30:00,5,28.4,61.5
8,0,28,168,54,19.13,0.49,1,0,1,0,1,0,summer,2021/7/20,11:00:00,5,27.5,63.3
8,0,28,168,54,19.13,0.49,1,0,1,0,1,0,summer,2021/7/20,11:30:00,5,27.3,62.6
8,0,28,168,54,19.13,0.49,1,0,1,0,1,0,summer,2021/7/20,12:00:00,5,27.1,61.8
8,0,28,168,54,19.13,0.49,1,0,1,1,1,-1,summer,2021/7/20,14:30:00,5,26.2,62
8,0,28,168,54,19.13,0.49,1,0,1,1.5,0,-1,summer,2021/7/20,15:00:00,5,26.8,60.6
8,0,28,168,54,19.13,0.49,1,0,1,1.5,0,-1,summer,2021/7/20,15:30:00,5,26.8,60.6
8,0,28,168,54,19.13,0.49,1,0,1,-1,1,0,summer,2021/7/20,16:00:00,5,25.2,62.2
8,0,28,168,54,19.13,0.49,1,0,1,-0.5,1,0,summer,2021/7/20,16:30:00,5,24.7,58.5
8,0,28,168,54,19.13,0.49,1,0,1,-2.5,0,1,summer,2021/7/20,17:00:00,5,24.7,58.2
8,0,28,168,54,19.13,0.49,1,0,1,-2.5,0,1,summer,2021/7/20,17:30:00,5,24.5,56.8
8,0,28,168,54,19.13,0.49,1,0,1,-2,0,0,summer,2021/7/20,18:00:00,5,25,55.4
8,0,28,168,54,19.13,0.49,1,0,1,-2.5,0,1,summer,2021/7/21,9:00:00,5,23.7,58.9
8,0,28,168,54,19.13,0.49,1,0,1,-3,0,1,summer,2021/7/21,9:30:00,5,24,57.4
8,0,28,168,54,19.13,0.49,1,0,1,-3,0,1,summer,2021/7/21,10:00:00,5,25.4,53
8,0,28,168,54,19.13,0.49,1,0,1,-2.5,0,1,summer,2021/7/21,10:30:00,5,25.4,51.2
8,0,28,168,54,19.13,0.49,1,0,1,-2.5,0,1,summer,2021/7/21,11:00:00,5,25.6,51.8
8,0,28,168,54,19.13,0.49,1,0,1,-2.5,0,1,summer,2021/7/21,11:30:00,5,25.5,50.4
8,0,28,168,54,19.13,0.49,1,0,1,-2.5,0,1,summer,2021/7/21,12:00:00,5,25.4,49.5
8,0,28,168,54,19.13,0.49,1,0,1,0,1,0,summer,2021/7/22,9:00:00,5,24.4,59.6
8,0,28,168,54,19.13,0.49,1,0,1,0,1,0,summer,2021/7/22,9:30:00,5,24.6,59.3
8,0,28,168,54,19.13,0.49,1,0,1,-1,1,1,summer,2021/7/22,10:00:00,5,24.6,59.1
8,0,28,168,54,19.13,0.49,1,0,1,-1,1,1,summer,2021/7/22,10:30:00,5,24.7,59.4
8,0,28,168,54,19.13,0.49,1,0,1,-0.5,1,1,summer,2021/7/22,11:00:00,5,25.3,60.4
8,0,28,168,54,19.13,0.49,1,0,1,-0.5,1,1,summer,2021/7/22,11:30:00,5,25.6,59.8
8,0,28,168,54,19.13,0.49,1,0,1,0,1,0,summer,2021/7/22,12:00:00,5,25.8,59.6
8,0,28,168,54,19.13,0.49,1,0,1,0.5,0,-1,summer,2021/7/22,14:30:00,5,25.9,59
8,0,28,168,54,19.13,0.49,1,0,1,1.5,0,-1,summer,2021/7/22,15:00:00,5,26.3,59.4
8,0,28,168,54,19.13,0.49,1,0,1,2,0,-1,summer,2021/7/22,15:30:00,5,26.4,59.7
8,0,28,168,54,19.13,0.49,1,0,1,2.5,0,-1,summer,2021/7/22,16:00:00,5,26.8,60.6
8,0,28,168,54,19.13,0.49,1,0,1,3,0,-1,summer,2021/7/22,16:30:00,5,27,60.8
8,0,28,168,54,19.13,0.49,1,0,1,3,0,-1,summer,2021/7/22,17:00:00,5,27,60.8
8,0,28,168,54,19.13,0.49,1,0,1,3,0,-1,summer,2021/7/22,17:30:00,5,26.9,60.8
8,0,28,168,54,19.13,0.49,1,0,1,2.5,0,-1,summer,2021/7/22,18:00:00,5,26.9,61.2
8,0,28,168,54,19.13,0.49,1,0,1,0,1,0,summer,2021/7/24,9:00:00,5,23.7,53.6
