no,gender,age,height,weight,ta,hr,season,thermal sensation,bmi,griffith
5,1,24,180,62,27.7,59,0,0.3,19.14,1.05
5,1,24,180,62,28.1,57,0,0,19.14,1.05
5,1,24,180,62,27.1,58,0,1.2,19.14,1.05
5,1,24,180,62,23.9,55,0,0.9,19.14,1.05
5,1,24,180,62,23.8,55,0,-0.2,19.14,1.05
5,1,24,180,62,24.7,49,0,-0.2,19.14,1.05
5,1,24,180,62,24.8,52,0,0.1,19.14,1.05
5,1,24,180,62,26,53,0,-0.3,19.14,1.05
5,1,24,180,62,24.9,53,0,0,19.14,1.05
5,1,24,180,62,25.4,51,0,0.1,19.14,1.05
6,1,24,180,62,25.8,48,0,0,19.14,1.56
6,1,24,180,62,26,48,0,0,19.14,1.56
6,1,24,180,62,24.7,53,0,-1,19.14,1.56
6,1,24,180,62,27.3,51,0,0.5,19.14,1.56
6,1,24,180,62,26.9,52,0,0,19.14,1.56
6,1,24,180,62,26.3,54,0,0,19.14,1.56
6,1,24,180,62,25.6,56,0,0,19.14,1.56
6,1,24,180,62,24,58,0,-1,19.14,1.56
6,1,24,180,62,23.9,58,0,-1,19.14,1.56
6,1,24,180,62,25.5,65,0,0,19.14,1.56
6,1,24,180,62,26.5,66,0,0.2,19.14,1.56
6,1,24,180,62,26,65,0,0,19.14,1.56
6,1,24,180,62,24.7,67,0,0,19.14,1.56
6,1,24,180,62,23,66,0,-1,19.14,1.56
6,1,24,180,62,22.5,62,0,-1.5,19.14,1.56
6,1,24,180,62,25.2,54,0,-0.2,19.14,1.56
6,1,24,180,62,28.2,60,0,1.5,19.14,1.56
6,1,24,180,62,25.2,53,0,-0.3,19.14,1.56
6,1,24,180,62,24.9,54,0,-1,19.14,1.56
6,1,24,180,62,28.2,61,0,1.5,19.14,1.56
6,1,24,180,62,26.8,50,0,-0.2,19.14,1.56
6,1,24,180,62,26.7,53,0,0,19.14,1.56
6,1,24,180,62,25.4,53,0,0,19.14,1.56
6,1,24,180,62,25.8,52,0,-0.5,19.14,1.56
6,1,24,180,62,26.7,47,0,-0.3,19.14,1.56
6,1,24,180,62,26.8,46,0,0,19.14,1.56
6,1,24,180,62,27.3,50,0,0,19.14,1.56
6,1,24,180,62,28.8,58,0,2,19.14,1.56
6,1,24,180,62,28.9,56,0,2,19.14,1.56
6,1,24,180,62,26.7,49,0,-0.7,19.14,1.56
6,1,24,180,62,27,53,0,0,19.14,1.56
6,1,24,180,62,26.6,47,0,-1,19.14,1.56
6,1,24,180,62,28.3,51,0,0.3,19.14,1.56
6,1,24,180,62,28,52,0,0.2,19.14,1.56
6,1,24,180,62,27.7,51,0,0.3,19.14,1.56
6,1,24,180,62,27.6,51,0,0.2,19.14,1.56
6,1,24,180,62,27.5,50,0,0,19.14,1.56
6,1,24,180,62,27.3,49,0,0,19.14,1.56
6,1,24,180,62,26,45,0,0,19.14,1.56
6,1,24,180,62,26.4,51,0,0,19.14,1.56
6,1,24,180,62,27,47,0,-0.7,19.14,1.56
6,1,24,180,62,25.5,51,0,0,19.14,1.56
6,1,24,180,62,24.6,54,0,-1.3,19.14,1.56
6,1,24,180,62,25,52,0,-0.2,19.14,1.56
6,1,24,180,62,24.8,56,0,-0.1,19.14,1.56
6,1,24,180,62,26.1,60,0,0,19.14,1.56
6,1,24,180,62,26,60,0,0,19.14,1.56
6,1,24,180,62,26.7,55,0,0,19.14,1.56
6,1,24,180,62,26.2,53,0,0,19.14,1.56
6,1,24,180,62,24.7,50,0,-1,19.14,1.56
6,1,24,180,62,24.8,54,0,-0.7,19.14,1.56
6,1,24,180,62,25,52,0,-0.5,19.14,1.56
6,1,24,180,62,24.7,53,0,-0.5,19.14,1.56
6,1,24,180,62,25.5,53,0,-0.5,19.14,1.56
6,1,24,180,62,26.8,56,0,0,19.14,1.56
6,1,24,180,62,24.7,52,0,-1,19.14,1.56
6,1,24,180,62,25,52,0,-1,19.14,1.56
6,1,24,180,62,25,55,0,-0.5,19.14,1.56
6,1,24,180,62,25.1,54,0,-0.3,19.14,1.56
6,1,24,180,62,25.4,54,0,0,19.14,1.56
6,1,24,180,62,26.3,43,0,0,19.14,1.56
6,1,24,180,62,25.2,52,0,-0.3,19.14,1.56
6,1,24,180,62,26.8,56,0,0,19.14,1.56
6,1,24,180,62,24.6,54,0,-0.5,19.14,1.56
6,1,24,180,62,26.5,52,0,0,19.14,1.56
6,1,24,180,62,26.6,60,0,0,19.14,1.56
6,1,24,180,62,24.3,57,0,-0.3,19.14,1.56
6,1,24,180,62,25.2,54,0,-0.2,19.14,1.56
6,1,24,180,62,26.7,60,0,0,19.14,1.56
6,1,24,180,62,24.6,54,0,0,19.14,1.56
6,1,24,180,62,26.2,61,0,0,19.14,1.56
6,1,24,180,62,25.8,62,0,0,19.14,1.56
6,1,24,180,62,23.5,62,0,-0.5,19.14,1.56
6,1,24,180,62,23.1,63,0,-2,19.14,1.56
6,1,24,180,62,25.3,62,0,0,19.14,1.56
6,1,24,180,62,26,56,0,0,19.14,1.56
6,1,24,180,62,25.5,55,0,-0.3,19.14,1.56
6,1,24,180,62,24,52,0,-1.5,19.14,1.56
6,1,24,180,62,24.5,51,0,-1,19.14,1.56
6,1,24,180,62,26.4,52,0,-0.3,19.14,1.56
6,1,24,180,62,26.3,54,0,-0.3,19.14,1.56
6,1,24,180,62,26.4,56,0,-0.3,19.14,1.56
6,1,24,180,62,24.2,49,0,-1.5,19.14,1.56
6,1,24,180,62,26.2,56,0,0,19.14,1.56
6,1,24,180,62,24.5,51,0,-0.5,19.14,1.56
7,1,25,186,90,24.4,56.94,0,-0.5,26.01,0.84
7,1,25,186,90,25.2,53.96,0,-0.5,26.01,0.84
7,1,25,186,90,25.3,54.66,0,-1,26.01,0.84
7,1,25,186,90,26.1,65.03,0,0,26.01,0.84
7,1,25,186,90,25.3,57.56,0,0,26.01,0.84
7,1,25,186,90,25.4,46.13,0,-1,26.01,0.84
7,1,25,186,90,25.3,58.96,0,0,26.01,0.84
7,1,25,186,90,25.7,59.84,0,0,26.01,0.84
7,1,25,186,90,24.4,56.69,0,-1,26.01,0.84
7,1,25,186,90,24.5,57.03,0,-1,26.01,0.84
7,1,25,186,90,25.3,53.99,0,-1,26.01,0.84
7,1,25,186,90,24.4,56.97,0,-1,26.01,0.84
7,1,25,186,90,24.4,57.95,0,-1,26.01,0.84
7,1,25,186,90,25.5,54.16,0,-0.5,26.01,0.84
7,1,25,186,90,24.5,53.1,0,-2,26.01,0.84
7,1,25,186,90,27.2,61.9,0,0.5,26.01,0.84
7,1,25,186,90,26.7,61.48,0,0,26.01,0.84
7,1,25,186,90,24.3,55.84,0,-2.5,26.01,0.84
7,1,25,186,90,24.6,56.78,0,-1.5,26.01,0.84
7,1,25,186,90,25.5,62,0,1,26.01,0.84
7,1,25,186,90,24.9,60.94,0,0,26.01,0.84
7,1,25,186,90,23.5,57.14,0,-2,26.01,0.84
7,1,25,186,90,23.6,65.48,0,0,26.01,0.84
7,1,25,186,90,25.1,53.72,0,-0.5,26.01,0.84
7,1,25,186,90,25.1,54.39,0,-1,26.01,0.84
7,1,25,186,90,25.9,45.71,0,0,26.01,0.84
7,1,25,186,90,25.6,45.76,0,-0.5,26.01,0.84
7,1,25,186,90,24.4,57.65,0,-1,26.01,0.84
7,1,25,186,90,25.9,54.53,0,0,26.01,0.84
7,1,25,186,90,24.4,57.83,0,-1.5,26.01,0.84
7,1,25,186,90,26.4,64.44,0,0,26.01,0.84
7,1,25,186,90,25.7,58.36,0,0.5,26.01,0.84
7,1,25,186,90,25.2,46.4,0,-1,26.01,0.84
7,1,25,186,90,24,58.04,0,0,26.01,0.84
7,1,25,186,90,23.9,58.73,0,-1.5,26.01,0.84
7,1,25,186,90,25.4,62.54,0,0,26.01,0.84
7,1,25,186,90,26,63.9,0,0,26.01,0.84
7,1,25,186,90,24.1,55.93,0,-2.5,26.01,0.84
7,1,25,186,90,24.5,54.96,0,-2,26.01,0.84
7,1,25,186,90,26.1,61.03,0,0,26.01,0.84
7,1,25,186,90,25.6,59.34,0,0.5,26.01,0.84
7,1,25,186,90,24.3,59.6,0,-1,26.01,0.84
7,1,25,186,90,26.5,61.82,0,0.5,26.01,0.84
7,1,25,186,90,25.1,63.97,0,0,26.01,0.84
7,1,25,186,90,25.6,59.38,0,0,26.01,0.84
7,1,25,186,90,26.5,60.78,0,0.5,26.01,0.84
7,1,25,186,90,26.1,59.82,0,0,26.01,0.84
7,1,25,186,90,25.4,58.44,0,0,26.01,0.84
7,1,25,186,90,23.8,57.01,0,-1.5,26.01,0.84
7,1,25,186,90,23.9,56.41,0,-0.5,26.01,0.84
7,1,25,186,90,24.1,56.82,0,-0.5,26.01,0.84
7,1,25,186,90,26.5,61.76,0,0,26.01,0.84
7,1,25,186,90,26.2,60.58,0,0,26.01,0.84
7,1,25,186,90,24,56.66,0,-1.5,26.01,0.84
7,1,25,186,90,24.3,55.74,0,-1,26.01,0.84
7,1,25,186,90,26.7,60.01,0,1,26.01,0.84
7,1,25,186,90,24.9,61.27,0,0,26.01,0.84
7,1,25,186,90,26.8,61.35,0,1,26.01,0.84
7,1,25,186,90,24.8,54.39,0,-1.5,26.01,0.84
7,1,25,186,90,24.4,56.75,0,-1,26.01,0.84
7,1,25,186,90,23.4,58.72,0,-1,26.01,0.84
7,1,25,186,90,25.3,60.1,0,0.5,26.01,0.84
7,1,25,186,90,25.1,46.82,0,-1.5,26.01,0.84
7,1,25,186,90,25.3,50.79,0,-1,26.01,0.84
7,1,25,186,90,25.6,50.71,0,0,26.01,0.84
7,1,25,186,90,25,55.3,0,-1.5,26.01,0.84
7,1,25,186,90,25.8,57.86,0,0,26.01,0.84
7,1,25,186,90,26.1,60,0,0,26.01,0.84
7,1,25,186,90,26.2,61.48,0,0,26.01,0.84
7,1,25,186,90,26.4,62.3,0,0,26.01,0.84
7,1,25,186,90,24.8,54.95,0,-2,26.01,0.84
7,1,25,186,90,25.6,58.05,0,0,26.01,0.84
7,1,25,186,90,26,60.26,0,0.5,26.01,0.84
7,1,25,186,90,26.1,60.19,0,1,26.01,0.84
7,1,25,186,90,24,52.44,0,0,26.01,0.84
7,1,25,186,90,26,55.47,0,0,26.01,0.84
7,1,25,186,90,24.5,50.84,0,-1,26.01,0.84
7,1,25,186,90,28.5,55.01,0,2.5,26.01,0.84
7,1,25,186,90,28.5,53.66,0,2,26.01,0.84
7,1,25,186,90,26.8,47.23,0,0,26.01,0.84
7,1,25,186,90,26.4,46.61,0,0,26.01,0.84
7,1,25,186,90,26.4,46.83,0,-0.5,26.01,0.84
7,1,25,186,90,26.2,47.1,0,0,26.01,0.84
7,1,25,186,90,25.7,46.74,0,0,26.01,0.84
7,1,25,186,90,25.8,46.67,0,-0.5,26.01,0.84
7,1,25,186,90,25.8,47.05,0,-0.5,26.01,0.84
7,1,25,186,90,25.5,46.81,0,-0.5,26.01,0.84
7,1,25,186,90,25.6,47.54,0,-0.5,26.01,0.84
7,1,25,186,90,25.5,47.23,0,-0.5,26.01,0.84
7,1,25,186,90,26.4,53.89,0,0.5,26.01,0.84
7,1,25,186,90,25.3,50.51,0,-0.5,26.01,0.84
7,1,25,186,90,24.9,50.67,0,-1,26.01,0.84
7,1,25,186,90,25.5,53.62,0,0,26.01,0.84
7,1,25,186,90,24.3,50.08,0,-2,26.01,0.84
7,1,25,186,90,25.2,56.04,0,-0.5,26.01,0.84
7,1,25,186,90,26.2,63.48,0,1.5,26.01,0.84
7,1,25,186,90,24.8,54.23,0,-1,26.01,0.84
7,1,25,186,90,24.8,53.4,0,0,26.01,0.84
7,1,25,186,90,26.2,46.26,0,0,26.01,0.84
7,1,25,186,90,26.2,53.5,0,0,26.01,0.84
7,1,25,186,90,25.1,50.96,0,-0.5,26.01,0.84
7,1,25,186,90,25.2,55.4,0,0,26.01,0.84
7,1,25,186,90,25.5,52.04,0,-0.5,26.01,0.84
7,1,25,186,90,27.2,46.26,0,1.5,26.01,0.84
7,1,25,186,90,26,46.71,0,0,26.01,0.84
7,1,25,186,90,25.8,46.93,0,-0.5,26.01,0.84
7,1,25,186,90,25.9,53.07,0,0.5,26.01,0.84
7,1,25,186,90,25.7,52.44,0,0,26.01,0.84
7,1,25,186,90,25.5,51.8,0,0,26.01,0.84
7,1,25,186,90,25.3,50.93,0,-1,26.01,0.84
7,1,25,186,90,24.4,51.99,0,-1,26.01,0.84
7,1,25,186,90,25.3,50.81,0,-1,26.01,0.84
7,1,25,186,90,25.3,50.33,0,-1,26.01,0.84
7,1,25,186,90,25.1,54.37,0,-0.5,26.01,0.84
7,1,25,186,90,24.8,49.72,0,-0.5,26.01,0.84
7,1,25,186,90,25.3,50.28,0,-1,26.01,0.84
7,1,25,186,90,23.7,52.25,0,-1.5,26.01,0.84
7,1,25,186,90,23.8,52.39,0,-0.5,26.01,0.84
7,1,25,186,90,23.9,52.14,0,-0.5,26.01,0.84
7,1,25,186,90,25.5,48.21,0,0,26.01,0.84
7,1,25,186,90,25.3,48.97,0,-0.5,26.01,0.84
7,1,25,186,90,23.7,51.84,0,-1,26.01,0.84
7,1,25,186,90,24.9,49.35,0,-0.5,26.01,0.84
7,1,25,186,90,24.7,49.91,0,-0.5,26.01,0.84
7,1,25,186,90,25.2,49.59,0,-0.5,26.01,0.84
7,1,25,186,90,24.8,48.67,0,-0.5,26.01,0.84
7,1,25,186,90,24.8,48.51,0,-1,26.01,0.84
7,1,25,186,90,24.8,49.37,0,-0.5,26.01,0.84
8,1,24,172,78,24,57.45,0,0,26.37,1.45
8,1,24,172,78,24.2,57.25,0,0,26.37,1.45
8,1,24,172,78,25.7,62.27,0,1,26.37,1.45
8,1,24,172,78,24.4,57.18,0,0,26.37,1.45
8,1,24,172,78,25.6,60.6,0,0.5,26.37,1.45
8,1,24,172,78,23.9,58.37,0,0,26.37,1.45
8,1,24,172,78,24,57.61,0,0.5,26.37,1.45
8,1,24,172,78,24,57.9,0,0,26.37,1.45
8,1,24,172,78,24,57.9,0,0,26.37,1.45
8,1,24,172,78,24.4,61.43,0,-0.5,26.37,1.45
8,1,24,172,78,24,57.45,0,0,26.37,1.45
8,1,24,172,78,23.7,56.7,0,-0.5,26.37,1.45
8,1,24,172,78,24.2,57.25,0,0,26.37,1.45
8,1,24,172,78,24,57.55,0,0,26.37,1.45
8,1,24,172,78,24.4,56.88,0,0,26.37,1.45
8,1,24,172,78,25,58.97,0,0.5,26.37,1.45
8,1,24,172,78,25.1,59.51,0,0.5,26.37,1.45
8,1,24,172,78,23.7,56.05,0,-0.5,26.37,1.45
8,1,24,172,78,23.9,57.1,0,0,26.37,1.45
8,1,24,172,78,25.5,63.16,0,0.5,26.37,1.45
8,1,24,172,78,24.4,56.88,0,0,26.37,1.45
8,1,24,172,78,25.3,62.53,0,-0.5,26.37,1.45
8,1,24,172,78,27.1,47.83,0,0.5,26.37,1.45
8,1,24,172,78,24.2,57.06,0,0,26.37,1.45
8,1,24,172,78,28.3,52.29,0,1,26.37,1.45
8,1,24,172,78,24,57.04,0,0,26.37,1.45
8,1,24,172,78,24.7,68.03,0,0,26.37,1.45
8,1,24,172,78,28.5,54.89,0,2,26.37,1.45
8,1,24,172,78,25.7,46.7,0,0,26.37,1.45
8,1,24,172,78,25.7,46.74,0,0,26.37,1.45
8,1,24,172,78,25.8,46.97,0,0,26.37,1.45
8,1,24,172,78,25.5,47.13,0,0,26.37,1.45
8,1,24,172,78,25.6,47.26,0,0,26.37,1.45
8,1,24,172,78,25.5,47.41,0,0,26.37,1.45
8,1,24,172,78,25.7,63.12,0,1,26.37,1.45
8,1,24,172,78,25.2,60.94,0,0.5,26.37,1.45
8,1,24,172,78,25,60.49,0,0,26.37,1.45
8,1,24,172,78,24.5,54.96,0,0.5,26.37,1.45
8,1,24,172,78,24.7,57.17,0,0,26.37,1.45
8,1,24,172,78,25.8,46.45,0,0,26.37,1.45
8,1,24,172,78,24.3,55.3,0,0,26.37,1.45
8,1,24,172,78,26.6,47.21,0,0.5,26.37,1.45
8,1,24,172,78,26.4,46.63,0,0,26.37,1.45
8,1,24,172,78,26.2,46.97,0,0,26.37,1.45
8,1,24,172,78,24.3,55.72,0,0,26.37,1.45
8,1,24,172,78,25.1,68.27,0,0,26.37,1.45
8,1,24,172,78,24.7,62.94,0,-0.5,26.37,1.45
8,1,24,172,78,25.5,69.56,0,-0.5,26.37,1.45
8,1,24,172,78,25.4,58.72,0,0,26.37,1.45
8,1,24,172,78,24.9,56.4,0,0,26.37,1.45
8,1,24,172,78,24.2,54.86,0,0,26.37,1.45
8,1,24,172,78,25.4,59.95,0,0,26.37,1.45
8,1,24,172,78,26.2,46.67,0,0,26.37,1.45
9,0,26,167,52,24,54.98,0,-1,18.65,1.7
9,0,26,167,52,23.8,57.74,0,0,18.65,1.7
9,0,26,167,52,23.8,57.88,0,-0.5,18.65,1.7
9,0,26,167,52,24,59.32,0,0,18.65,1.7
9,0,26,167,52,24.8,57.42,0,0,18.65,1.7
9,0,26,167,52,23.9,56.37,0,-1,18.65,1.7
9,0,26,167,52,24,55.2,0,-1,18.65,1.7
9,0,26,167,52,24.2,55.5,0,-1,18.65,1.7
9,0,26,167,52,24.4,56.02,0,-0.5,18.65,1.7
9,0,26,167,52,24,59.87,0,0,18.65,1.7
9,0,26,167,52,23.7,56.74,0,-1,18.65,1.7
9,0,26,167,52,24,56.98,0,-1,18.65,1.7
9,0,26,167,52,23.7,57.41,0,0,18.65,1.7
9,0,26,167,52,24.4,56.37,0,0,18.65,1.7
9,0,26,167,52,23.9,56.75,0,-1,18.65,1.7
9,0,26,167,52,23.6,57.34,0,-1,18.65,1.7
9,0,26,167,52,23.3,56.05,0,-1,18.65,1.7
9,0,26,167,52,23.1,57.12,0,-1,18.65,1.7
9,0,26,167,52,25.5,55.84,0,0,18.65,1.7
9,0,26,167,52,25,56.65,0,0,18.65,1.7
9,0,26,167,52,25.2,57.46,0,0,18.65,1.7
9,0,26,167,52,22.9,57.14,0,-0.5,18.65,1.7
9,0,26,167,52,26.9,60.89,0,0.5,18.65,1.7
9,0,26,167,52,23.5,56.92,0,-1,18.65,1.7
9,0,26,167,52,25.5,61.89,0,0,18.65,1.7
9,0,26,167,52,24.3,56.07,0,-0.5,18.65,1.7
9,0,26,167,52,27.8,62.19,0,1,18.65,1.7
9,0,26,167,52,25.2,57.46,0,0,18.65,1.7
9,0,26,167,52,25.2,57.46,0,0,18.65,1.7
9,0,26,167,52,25.2,57.46,0,0,18.65,1.7
9,0,26,167,52,25.2,57.46,0,0,18.65,1.7
9,0,26,167,52,25.2,57.46,0,0,18.65,1.7
9,0,26,167,52,25.2,57.46,0,0,18.65,1.7
9,0,26,167,52,25.2,57.46,0,0.5,18.65,1.7
9,0,26,167,52,25.2,57.46,0,0,18.65,1.7
9,0,26,167,52,25.7,57.94,0,0,18.65,1.7
9,0,26,167,52,24.9,56.26,0,0,18.65,1.7
9,0,26,167,52,28.4,62.06,0,1,18.65,1.7
9,0,26,167,52,23.8,57.84,0,-0.5,18.65,1.7
9,0,26,167,52,24.6,54.98,0,0,18.65,1.7
9,0,26,167,52,22.7,57.72,0,-1,18.65,1.7
9,0,26,167,52,25.2,57.09,0,0,18.65,1.7
9,0,26,167,52,24.3,57.68,0,0,18.65,1.7
9,0,26,167,52,25.2,59.38,0,0,18.65,1.7
9,0,26,167,52,25.6,61.12,0,0.5,18.65,1.7
9,0,26,167,52,25.9,62.26,0,0,18.65,1.7
9,0,26,167,52,26.1,63.51,0,0.5,18.65,1.7
9,0,26,167,52,25.1,55.74,0,0,18.65,1.7
9,0,26,167,52,22.8,57.16,0,-0.5,18.65,1.7
9,0,26,167,52,28.7,63.11,0,2,18.65,1.7
9,0,26,167,52,24.1,56.88,0,0,18.65,1.7
9,0,26,167,52,24.4,55.57,0,0,18.65,1.7
9,0,26,167,52,23,56.65,0,-0.5,18.65,1.7
9,0,26,167,52,24.9,54.7,0,-0.5,18.65,1.7
9,0,26,167,52,24.3,60.74,0,-0.5,18.65,1.7
9,0,26,167,52,25,55.04,0,0,18.65,1.7
9,0,26,167,52,25,55.11,0,0,18.65,1.7
9,0,26,167,52,25,54.98,0,0,18.65,1.7
9,0,26,167,52,24.9,55.21,0,0,18.65,1.7
9,0,26,167,52,24.8,56.3,0,0,18.65,1.7
9,0,26,167,52,24.4,58.15,0,0,18.65,1.7
9,0,26,167,52,24.4,54.35,0,-0.5,18.65,1.7
9,0,26,167,52,23.9,58.27,0,0,18.65,1.7
9,0,26,167,52,24,57.63,0,0,18.65,1.7
9,0,26,167,52,23.1,57.49,0,0,18.65,1.7
9,0,26,167,52,24,57.33,0,0,18.65,1.7
9,0,26,167,52,24,57.57,0,0,18.65,1.7
9,0,26,167,52,25.3,61.77,0,0,18.65,1.7
9,0,26,167,52,24.2,56.91,0,-0.5,18.65,1.7
9,0,26,167,52,24,57.15,0,-0.5,18.65,1.7
9,0,26,167,52,25.2,57.46,0,0,18.65,1.7
9,0,26,167,52,23.9,57,0,-0.5,18.65,1.7
9,0,26,167,52,24.6,57.96,0,-0.5,18.65,1.7
9,0,26,167,52,23.6,55.95,0,-0.5,18.65,1.7
9,0,26,167,52,25.4,61.61,0,0,18.65,1.7
9,0,26,167,52,24.5,56.34,0,0,18.65,1.7
9,0,26,167,52,24.3,57.11,0,0,18.65,1.7
9,0,26,167,52,23.7,56.01,0,-0.5,18.65,1.7
9,0,26,167,52,25.4,59.56,0,0,18.65,1.7
9,0,26,167,52,23.2,57.32,0,-0.5,18.65,1.7
9,0,26,167,52,23.2,56.88,0,-0.5,18.65,1.7
9,0,26,167,52,25.8,60.63,0,0,18.65,1.7
9,0,26,167,52,24.3,59.22,0,-0.5,18.65,1.7
9,0,26,167,52,23.8,56.56,0,-0.5,18.65,1.7
9,0,26,167,52,26.8,61,0,0,18.65,1.7
9,0,26,167,52,26.6,62.27,0,0,18.65,1.7
9,0,26,167,52,26.1,64.8,0,0.5,18.65,1.7
9,0,26,167,52,25.1,66.53,0,0,18.65,1.7
9,0,26,167,52,25.4,59.47,0,0,18.65,1.7
9,0,26,167,52,26.1,62.85,0,0,18.65,1.7
9,0,26,167,52,24.6,53.2,0,0,18.65,1.7
9,0,26,167,52,24.6,57.47,0,0,18.65,1.7
9,0,26,167,52,26.1,61.19,0,0,18.65,1.7
9,0,26,167,52,22.9,57.08,0,0,18.65,1.7
9,0,26,167,52,25.8,59.15,0,0.5,18.65,1.7
9,0,26,167,52,24.9,54.34,0,0,18.65,1.7
9,0,26,167,52,26.4,62.3,0,0,18.65,1.7
9,0,26,167,52,26.2,61.48,0,0,18.65,1.7
9,0,26,167,52,26.1,59.91,0,0,18.65,1.7
9,0,26,167,52,25.8,57.68,0,0,18.65,1.7
9,0,26,167,52,25,55.23,0,-1,18.65,1.7
9,0,26,167,52,25.2,55.93,0,-0.5,18.65,1.7
9,0,26,167,52,26.2,63.08,0,0,18.65,1.7
9,0,26,167,52,25.5,55.62,0,0,18.65,1.7
9,0,26,167,52,24.8,56.17,0,-0.5,18.65,1.7
9,0,26,167,52,24.9,58.77,0,-0.5,18.65,1.7
9,0,26,167,52,25.3,56.5,0,0.5,18.65,1.7
9,0,26,167,52,25.2,57.46,0,0,18.65,1.7
10,1,24,179,60,25.7,61.33,0,-0.5,18.73,0.39
10,1,24,179,60,25.8,56.69,0,0,18.73,0.39
10,1,24,179,60,25.5,54.89,0,-0.5,18.73,0.39
10,1,24,179,60,25.4,61.32,0,0,18.73,0.39
10,1,24,179,60,25.4,61.32,0,-0.5,18.73,0.39
10,1,24,179,60,25.4,61.32,0,-0.5,18.73,0.39
10,1,24,179,60,25.4,61.32,0,-0.5,18.73,0.39
10,1,24,179,60,25.4,61.32,0,0,18.73,0.39
10,1,24,179,60,25.4,61.32,0,-0.5,18.73,0.39
10,1,24,179,60,25.4,61.32,0,-0.5,18.73,0.39
10,1,24,179,60,25.4,61.32,0,-0.5,18.73,0.39
10,1,24,179,60,25.7,61.33,0,-0.5,18.73,0.39
10,1,24,179,60,25.7,61.33,0,-0.5,18.73,0.39
10,1,24,179,60,25.7,61.33,0,-0.5,18.73,0.39
10,1,24,179,60,25.7,61.33,0,-0.5,18.73,0.39
10,1,24,179,60,25.7,61.33,0,0,18.73,0.39
10,1,24,179,60,25.5,63.03,0,-0.5,18.73,0.39
10,1,24,179,60,25.5,61.15,0,-2.5,18.73,0.39
10,1,24,179,60,25.5,61.81,0,0,18.73,0.39
10,1,24,179,60,25.4,63.06,0,-0.5,18.73,0.39
10,1,24,179,60,26.5,62.42,0,-0.5,18.73,0.39
10,1,24,179,60,25.4,63.06,0,-0.5,18.73,0.39
10,1,24,179,60,26.1,64.26,0,-0.5,18.73,0.39
10,1,24,179,60,25.6,57.91,0,0,18.73,0.39
10,1,24,179,60,25.5,58.62,0,-0.5,18.73,0.39
10,1,24,179,60,26,74.08,0,-0.5,18.73,0.39
10,1,24,179,60,24.6,62.06,0,-0.5,18.73,0.39
10,1,24,179,60,25,66.76,0,0,18.73,0.39
10,1,24,179,60,24.8,62.98,0,0,18.73,0.39
10,1,24,179,60,24.3,63.19,0,-1,18.73,0.39
10,1,24,179,60,25.4,68.67,0,0,18.73,0.39
10,1,24,179,60,26.2,62.19,0,-0.5,18.73,0.39
10,1,24,179,60,25.6,62.35,0,-0.5,18.73,0.39
10,1,24,179,60,25.5,62.03,0,-1,18.73,0.39
10,1,24,179,60,25.4,62.16,0,-0.5,18.73,0.39
10,1,24,179,60,25.4,57.84,0,-1,18.73,0.39
10,1,24,179,60,25.8,62.67,0,-0.5,18.73,0.39
10,1,24,179,60,25.6,63.32,0,-0.5,18.73,0.39
10,1,24,179,60,25,67.63,0,-2.5,18.73,0.39
10,1,24,179,60,25.2,52.79,0,-1,18.73,0.39
10,1,24,179,60,25.7,62.12,0,0,18.73,0.39
10,1,24,179,60,26.5,62.42,0,-0.5,18.73,0.39
10,1,24,179,60,25.6,61.36,0,-1,18.73,0.39
10,1,24,179,60,26.1,60.81,0,0,18.73,0.39
10,1,24,179,60,25.6,59.25,0,0,18.73,0.39
10,1,24,179,60,24.3,55.13,0,0,18.73,0.39
10,1,24,179,60,24.8,54.76,0,-1,18.73,0.39
10,1,24,179,60,24.4,55.23,0,-0.5,18.73,0.39
10,1,24,179,60,24.6,55.07,0,0,18.73,0.39
10,1,24,179,60,25,59.21,0,-0.5,18.73,0.39
10,1,24,179,60,26.6,64.25,0,-0.5,18.73,0.39
10,1,24,179,60,25.9,65.59,0,0,18.73,0.39
10,1,24,179,60,24.5,60.74,0,-0.5,18.73,0.39
10,1,24,179,60,24.9,59.21,0,0,18.73,0.39
10,1,24,179,60,25.7,61.39,0,0,18.73,0.39
10,1,24,179,60,26.5,64.55,0,0,18.73,0.39
10,1,24,179,60,26.2,54.59,0,0,18.73,0.39
10,1,24,179,60,26.1,55.99,0,0,18.73,0.39
10,1,24,179,60,26,56.5,0,0,18.73,0.39
10,1,24,179,60,24.6,56.24,0,0,18.73,0.39
10,1,24,179,60,25.1,58.47,0,-0.5,18.73,0.39
10,1,24,179,60,24.4,55.9,0,-1,18.73,0.39
10,1,24,179,60,25.4,48.73,0,-1,18.73,0.39
10,1,24,179,60,25.4,59.69,0,-0.5,18.73,0.39
10,1,24,179,60,26,49.99,0,-0.5,18.73,0.39
10,1,24,179,60,25.2,53.63,0,-0.5,18.73,0.39
10,1,24,179,60,24.9,54.34,0,-0.5,18.73,0.39
10,1,24,179,60,25.4,54.18,0,-0.5,18.73,0.39
10,1,24,179,60,25.9,55.2,0,-0.5,18.73,0.39
10,1,24,179,60,26.4,55.41,0,-0.5,18.73,0.39
10,1,24,179,60,26.9,57.47,0,0,18.73,0.39
10,1,24,179,60,26.7,57.56,0,0,18.73,0.39
